idx,signal,prob,ev,atr_pct,stop_pct,tp_pct,position_value,profit,cost,capital_after,fwd,regime
64,short,0.09028936868287724,4.4582637879027365,0.011664923165716757,0.011664923165716757,0.05832461582858378,50.0,0.27415049,0.07,100.20415049,-0.0054830098838468,-1.0
74,short,0.04606457361647048,4.723612558301178,0.00849771500864939,0.00849771500864939,0.04248857504324695,50.102075247096174,0.72441099,0.07014291,100.85841858,-0.0144587023314657,0.0
75,short,0.09814206534707132,4.411147607917573,0.008222012440352257,0.008222012440352257,0.041110062201761284,50.42920929051644,0.68885378,0.07060089,101.47667147,-0.0136598171449262,0.0
76,short,0.06334903527902137,4.619905788325872,0.008274733387061695,0.008274733387061695,0.04137366693530847,50.73833573284891,0.436064,0.07103367,101.8417018,-0.008594369457634,0.0
225,long,0.917976183196232,4.507857099177392,0.01156349923287593,0.01156349923287593,0.05781749616437965,50.920850899312704,-10.0,0.07128919,91.77041261,-0.014895111914082,0.0
277,short,0.09266647570992394,4.444001145740456,0.008291160975505862,0.008291160975505862,0.04145580487752931,45.885206303683184,-10.0,0.06423929,81.70617332,0.0090937890166408,0.0
492,long,0.9009546179332135,4.405727707599281,0.007277839639192211,0.007277839639192211,0.03638919819596105,40.8530866592706,-0.05727175,0.05719432,81.59170724,-0.0014018953625299,0.0
777,long,0.9103577582829526,4.4621465496977155,0.008474967294361571,0.008474967294361571,0.042374836471807856,40.79585362224278,-0.09727324,0.0571142,81.43731981,-0.0023843903180453,0.0
778,long,0.9212240766482596,4.527344459889558,0.008273987074745626,0.008273987074745626,0.04136993537372813,40.71865990551058,0.07295234,0.05700612,81.45326603,0.0017916194142928,0.0
813,long,0.9189109681762612,4.513465809057567,0.00806430607211748,0.00806430607211748,0.0403215303605874,40.726633014382074,-0.30367052,0.05701729,81.09257822,-0.0074563129156391,0.0
814,long,0.9104342083423077,4.462605250053846,0.007970431493897239,0.007970431493897239,0.0398521574694862,40.546289111394195,-0.03591103,0.0567648,80.99990238,-0.0008856799037304,0.0
815,long,0.9174212704791078,4.5045276228746465,0.00807141064568532,0.00807141064568532,0.0403570532284266,40.499951192297814,0.1637949,0.05669993,81.10699736,0.004044323468659,0.0
884,long,0.9251321555805223,4.550792933483134,0.009241219759565373,0.009241219759565373,0.04620609879782686,40.553498678006484,-0.14630341,0.0567749,80.90391905,-0.0036076642823421,0.0
