idx,i_test,signal,prob,regime,atr,stop_pct,tp_pct,position_value,profit,cost,capital_after,ev
3,3,short,0.3721362491543764,-1,0.0,0.01,0.03,50.0,-0.088735,0.07,99.841265,1.511455
5,5,short,0.23042027775370258,-1,0.0,0.01,0.03,49.920632,-0.210831,0.069889,99.560545,2.078319
6,6,short,0.18131513418531786,0,0.0,0.01,0.03,49.780272,0.134042,0.069692,99.624895,2.274739
7,7,short,0.21286400277200926,0,0.0,0.01,0.03,49.812447,0.09911,0.069737,99.654267,2.148544
8,8,short,0.1867574553199958,0,0.0,0.01,0.03,49.827133,0.150633,0.069758,99.735142,2.25297
9,9,short,0.18058086337888254,0,0.0,0.01,0.03,49.867571,0.143108,0.069815,99.808435,2.277677
10,10,short,0.16513019867866635,0,0.0,0.01,0.03,49.904218,0.028979,0.069866,99.767548,2.339479
11,11,short,0.3328018767717224,0,0.0,0.01,0.03,49.883774,-0.125852,0.069837,99.571859,1.668792
12,12,short,0.3351420113956758,0,0.0,0.01,0.03,49.785929,-0.352904,0.0697,99.149254,1.659432
13,13,short,0.3286612146375081,0,0.006735714285714321,0.005954696316802505,0.017864088950407517,49.574627,-4.957463,0.069404,94.122387,1.685355
15,15,short,0.1674076686301125,0,0.007142857142857181,0.006288113829951828,0.018864341489855486,47.061194,-0.20632,0.065886,93.850182,2.330369
16,16,short,0.3896004895539969,0,0.006807142857142885,0.006010722169662591,0.01803216650898777,46.925091,-4.692509,0.065695,89.091978,1.441598
17,17,short,0.21279838302914164,0,0.007200000000000016,0.006334682386063713,0.019004047158191137,44.545989,0.168527,0.062364,89.19814,2.148806
18,18,short,0.22514588210950245,0,0.007050000000000016,0.006162156492552983,0.01848646947765895,44.59907,0.383588,0.062439,89.519289,2.099416
19,19,short,0.11721300593748518,0,0.007342857142857159,0.006410344350229302,0.019231033050687907,44.759645,0.55995,0.062664,90.016575,2.531148
20,20,short,0.08369807082016265,0,0.007000000000000006,0.006135453278523289,0.018406359835569867,45.008288,0.271412,0.063012,90.224976,2.665208
27,27,short,0.38948526717755977,0,0.007385714285714297,0.00653533632332345,0.019606008969970348,45.112488,0.122948,0.063157,90.284767,1.442059
28,28,long,0.7056193801086689,0,0.006978571428571437,0.006208251573350151,0.018624754720050454,45.142384,0.246579,0.063199,90.468146,1.822478
31,31,short,0.21774400926655002,0,0.007107142857142883,0.0063267958562348734,0.01898038756870462,45.234073,-4.523407,0.063328,85.881411,2.129024
33,33,short,0.27452225616806036,0,0.007892857142857162,0.006983469716388987,0.02095040914916696,42.940706,-4.294071,0.060117,81.527224,1.901911
34,34,short,0.085289392993069,0,0.008100000000000012,0.007080419580419591,0.021241258741258772,40.763612,0.046322,0.057069,81.516477,2.658842
35,35,short,0.19596078385654694,0,0.008000000000000023,0.006988120195667385,0.020964360587002153,40.758239,0.364218,0.057062,81.823634,2.216157
47,47,short,0.38655188334406054,0,0.010271428571428598,0.00907129609770255,0.02721388829310765,40.911817,0.71938,0.057277,82.485737,1.453792
48,48,short,0.30107634739758754,0,0.010085714285714333,0.008921936843808017,0.02676581053142405,41.242869,0.677871,0.05774,83.105868,1.795695
51,51,long,0.7309118484166955,0,0.009685714285714313,0.008634467827692723,0.02590340348307817,41.552934,-4.155293,0.058174,78.892401,1.923647
52,52,short,0.3665828947279887,0,0.009814285714285744,0.008822702212610455,0.026468106637831366,39.4462,0.796449,0.055225,79.633625,1.533668
53,53,short,0.26674692492531465,0,0.009757142857142877,0.008775513875076787,0.026326541625230362,39.816812,0.156136,0.055744,79.734017,1.933012
55,55,short,0.08911963788521701,-1,0.009750000000000005,0.008925220384287955,0.026775661152863867,39.867009,0.051822,0.055814,79.730026,2.643521
56,56,short,0.273830068834508,-1,0.009214285714285715,0.00848859567042139,0.02546578701126417,39.865013,-0.319878,0.055811,79.354337,1.90468
57,57,short,0.29388480828122193,-1,0.008749999999999989,0.008028038497885175,0.024084115493655526,39.677168,-0.180925,0.055548,79.117864,1.824461
58,58,short,0.25012894714051337,-1,0.008385714285714283,0.007571751048049014,0.022715253144147043,39.558932,0.157521,0.055383,79.220003,1.999484
59,59,short,0.36365410272732185,-1,0.008392857142857122,0.007640358258024308,0.022921074774072923,39.610001,-3.961,0.055454,75.203549,1.545384
60,60,short,0.07718489421722682,-1,0.008628571428571414,0.007908937230012571,0.023726811690037715,37.601774,-3.760177,0.052642,71.390729,2.69126
61,61,short,0.0942302824089608,-1,0.008478571428571415,0.007748648719220814,0.023245946157662442,35.695364,-0.24793,0.049974,71.092825,2.623079
62,62,short,0.06754197700514479,-1,0.008899999999999972,0.008128596218832745,0.024385788656498236,35.546413,-0.256477,0.049765,70.786583,2.729832
63,63,short,0.06476024204460237,-1,0.008407142857142851,0.0076214478031192846,0.022864343409357855,35.393292,0.083102,0.049551,70.820134,2.740959
64,64,short,0.058747452477257295,-1,0.008278571428571422,0.00746570542220206,0.02239711626660618,35.410067,0.295063,0.049574,71.065623,2.76501
65,65,short,0.20789991291599433,-1,0.008285714285714294,0.0074983839689722115,0.022495151906916633,35.532811,0.218663,0.049746,71.23454,2.1684
66,66,short,0.1911853857609351,-1,0.008500000000000016,0.007714648756580157,0.02314394626974047,35.61727,0.109587,0.049864,71.294263,2.235258
67,67,short,0.23379255678474473,-1,0.008571428571428594,0.007772423441629121,0.02331727032488736,35.647131,-0.187804,0.049906,71.056553,2.06483
68,68,short,0.31515341464087493,-1,0.00832142857142859,0.007561498020380364,0.02268449406114109,35.528277,-3.552828,0.04974,67.453986,1.739386
72,72,short,0.173786652522067,-1,0.008535714285714282,0.007699474373958634,0.0230984231218759,33.726993,0.547914,0.047218,67.954682,2.304853
73,73,short,0.22637704360061425,0,0.008228571428571443,0.007375254484692519,0.022125763454077556,33.977341,0.751775,0.047568,68.658889,2.094492
74,74,short,0.15128355783598288,0,0.008021428571428593,0.007248715499212536,0.02174614649763761,34.329444,0.583222,0.048061,69.19405,2.394866
75,75,short,0.1302101065414292,0,0.007914285714285747,0.007164194545384038,0.021492583636152113,34.597025,0.53867,0.048436,69.684284,2.47916
76,76,short,0.3659191338583114,0,0.0076428571428571734,0.006965592576631312,0.020896777729893935,34.842142,0.285792,0.048779,69.921297,1.536323
78,78,long,0.6043981464488292,0,0.007678571428571439,0.0070470823767875106,0.02114124713036253,34.960648,-0.023102,0.048945,69.84925,1.417593
83,83,short,0.3952269373068606,-1,0.0075785714285714345,0.006959905434498833,0.0208797163034965,34.924625,0.122842,0.048894,69.923198,1.419092
103,103,short,0.37878447569161916,-1,0.0072571428571428665,0.006902886711127788,0.020708660133383364,34.961599,0.171928,0.048946,70.046179,1.484862
112,112,long,0.767917023437069,0,0.007757142857142875,0.007228049624620644,0.02168414887386193,35.02309,-0.002284,0.049032,69.994863,2.071668
113,113,long,0.8507898032664163,0,0.007378571428571441,0.006909745215687073,0.02072923564706122,34.997431,-0.087178,0.048996,69.858688,2.403159
114,114,long,0.7650892603230427,0,0.0073071428571428775,0.006810011982425795,0.020430035947277384,34.929344,0.055666,0.048901,69.865453,2.060357
115,115,long,0.8007856528145637,0,0.007464285714285733,0.006955361885149355,0.020866085655448063,34.932726,-0.04134,0.048906,69.775207,2.203143
116,116,long,0.8827144570522757,0,0.007764285714285731,0.007204496348042805,0.021613489044128416,34.887604,-3.48876,0.048843,66.237604,2.530858
117,117,long,0.9105694927486496,0,0.007214285714285729,0.006722657752821866,0.0201679732584656,33.118802,-0.081784,0.046366,66.109454,2.642278
118,118,long,0.9090618755790509,0,0.007514285714285743,0.00705440880433138,0.02116322641299414,33.054727,0.198603,0.046277,66.261781,2.636248
119,119,long,0.7833029119550639,0,0.007271428571428595,0.006765944832958282,0.020297834498874845,33.13089,-3.313089,0.046383,62.902308,2.133212
120,120,long,0.8876463203130442,0,0.007271428571428595,0.006783681846654161,0.020351045539962483,31.451154,-3.145115,0.044032,59.713161,2.550585
121,121,long,0.9187054057169415,0,0.007114285714285724,0.00665259558096664,0.01995778674289992,29.856581,-2.985658,0.041799,56.685704,2.674822
122,122,long,0.9052543760850031,0,0.00727142857142858,0.00679268045309448,0.02037804135928344,28.342852,-2.834285,0.03968,53.811739,2.621018
123,123,long,0.8358742599109658,0,0.007164285714285734,0.006685659360656346,0.02005697808196904,26.905869,-2.690587,0.037668,51.083484,2.343497
