idx,i_test,signal,prob,regime,atr,stop_pct,tp_pct,position_value,profit,cost,capital_after,ev
192,192,long,0.9207060200726909,0,0.006028571428571399,0.00605023125646956,0.018150693769408678,13.877741,0.006825,0.019429,27.742878,2.682824
193,193,long,0.8836985213010835,0,0.005857142857142831,0.005869880497823107,0.01760964149346932,13.871439,-1.387144,0.01942,26.336314,2.534794
194,194,long,0.9089260238564957,0,0.006657142857142838,0.00665980677985478,0.01997942033956434,13.168157,-1.316816,0.018435,25.001063,2.635704
195,195,long,0.9632686463082071,0,0.006764285714285699,0.006754154482561856,0.020262463447685567,12.500531,-1.250053,0.017501,23.733509,2.853075
196,196,long,0.9696224925750393,0,0.006535714285714264,0.006519025580228878,0.019557076740686637,11.866754,-1.186675,0.016613,22.53022,2.87849
197,197,long,0.9660672691676768,0,0.006635714285714268,0.006656282197705177,0.01996884659311553,11.26511,-1.126511,0.015771,21.387938,2.864269
198,198,long,0.9357933210833665,0,0.006628571428571428,0.006739092546331261,0.020217277638993784,10.693969,-1.069397,0.014972,20.303569,2.743173
218,218,long,0.9035342102266815,0,0.00944285714285715,0.009663672049180935,0.028991016147542806,10.151785,0.294311,0.014212,20.583667,2.614137
219,219,long,0.8681253033579287,0,0.00914285714285715,0.009344511705460998,0.028033535116382995,10.291834,0.189444,0.014409,20.758703,2.472501
220,220,long,0.849896037296057,0,0.00929285714285715,0.009423848638938394,0.02827154591681518,10.379351,0.107362,0.014531,20.851533,2.399584
221,221,long,0.9391301998312185,0,0.0089357142857143,0.00905432595573442,0.027162977867203262,10.425767,0.0131,0.014596,20.850037,2.756521
222,222,long,0.9688912141245456,0,0.009500000000000017,0.009532410194661866,0.028597230583985597,10.425018,-0.09561,0.014595,20.739832,2.875565
223,223,long,0.9627815210197519,0,0.009492857142857145,0.009417797298388984,0.02825339189516695,10.369916,-1.036992,0.014518,19.688323,2.851126
224,224,long,0.9721015508824864,0,0.009414285714285708,0.009448015128293717,0.02834404538488115,9.844161,-0.984416,0.013782,18.690125,2.888406
225,225,long,0.9632872468690341,0,0.00972857142857142,0.009764700821611383,0.029294102464834146,9.345062,-0.004596,0.013083,18.672446,2.853149
226,226,long,0.8579217821764135,0,0.00914285714285715,0.009252592894586952,0.027757778683760857,9.336223,0.130008,0.013071,18.789383,2.431687
227,227,long,0.9415774369598682,0,0.009578571428571436,0.009700212088156924,0.02910063626447077,9.394692,0.188567,0.013153,18.964798,2.76631
228,228,long,0.9285548075478327,0,0.009321428571428576,0.009497512452294108,0.028492537356882324,9.482399,0.189076,0.013275,19.140599,2.714219
229,229,long,0.9765334338541365,0,0.009142857142857135,0.009379213318482904,0.028137639955448712,9.570299,0.269286,0.013398,19.396486,2.906134
230,230,long,0.9203745681731436,0,0.008828571428571423,0.008865718790302792,0.026597156370908377,9.698243,0.257946,0.013578,19.640854,2.681498
231,231,long,0.9159645320421244,0,0.00898571428571428,0.00896867380548386,0.02690602141645158,9.820427,0.264229,0.013749,19.891334,2.663858
232,232,long,0.852405344598812,0,0.008942857142857126,0.008878223674506717,0.02663467102352015,9.945667,0.2649,0.013924,20.14231,2.409621
233,233,long,0.8694622883098554,0,0.008635714285714255,0.008626828652202486,0.025880485956607458,10.071155,0.260646,0.0141,20.388856,2.477849
234,234,long,0.8209515771503335,1,0.008449999999999973,0.008277821316614394,0.024833463949843183,10.194428,0.152597,0.014272,20.527181,2.283806
235,235,long,0.8564198927011601,1,0.008635714285714255,0.00834062304247161,0.02502186912741483,10.263591,-0.030036,0.014369,20.482776,2.42568
236,236,long,0.905018486746767,1,0.007928571428571396,0.007677888373186845,0.023033665119560537,10.241388,-1.024139,0.014338,19.444299,2.620074
237,237,long,0.9156549042692315,1,0.008549999999999962,0.008262625872166028,0.02478787761649808,9.72215,-0.042091,0.013611,19.388597,2.66262
238,238,long,0.9189471618031015,1,0.008457142857142814,0.008136405742763093,0.02440921722828928,9.694299,0.001119,0.013572,19.376144,2.675789
239,239,long,0.9433645298319717,1,0.00823571428571425,0.007948917347805432,0.023846752043416297,9.688072,0.04479,0.013563,19.407371,2.773458
240,240,long,0.946932839766394,1,0.008499999999999952,0.008233641691286823,0.02470092507386047,9.703685,0.067207,0.013585,19.460993,2.787731
241,241,long,0.919614835060153,1,0.00805714285714281,0.007867458434292028,0.023602375302876087,9.730496,0.092829,0.013623,19.540199,2.678459
242,242,long,0.892912996877423,1,0.008107142857142804,0.007868720622287493,0.023606161866862478,9.770099,0.023707,0.013678,19.550228,2.571652
243,243,long,0.8912559405753597,1,0.007807142857142822,0.0075101899466521954,0.022530569839956587,9.775114,0.008181,0.013685,19.544723,2.565024
244,244,long,0.9208254559784381,1,0.008107142857142821,0.00778881402782559,0.02336644208347677,9.772362,0.109847,0.013681,19.640889,2.683302
245,245,long,0.8734775384494973,1,0.007885714285714258,0.007586064728921845,0.022758194186765536,9.820445,0.1299,0.013749,19.757041,2.49391
246,246,long,0.9238116154957733,1,0.008149999999999975,0.007882926451812567,0.023648779355437702,9.87852,0.142271,0.01383,19.885482,2.695246
247,247,long,0.9322173139986375,1,0.008321428571428544,0.008057153922761953,0.024171461768285857,9.942741,0.13189,0.01392,20.003452,2.728869
248,248,long,0.8674078638962694,1,0.00823571428571425,0.007915835378085804,0.023747506134257412,10.001726,0.094979,0.014002,20.084428,2.469631
249,249,long,0.836406761882662,1,0.008157142857142832,0.00774973907402152,0.02324921722206456,10.042214,0.027,0.014059,20.097369,2.345627
250,250,long,0.7970985917645164,1,0.007985714285714247,0.007581974161608589,0.022745922484825768,10.048685,0.000382,0.014068,20.083683,2.188394
251,251,long,0.8222110884147272,1,0.007492857142857111,0.007144423603704445,0.021433270811113337,10.041841,0.046917,0.014059,20.116541,2.288844
252,252,long,0.8347191381975894,1,0.008107142857142821,0.007746911473619514,0.02324073442085854,10.05827,0.160894,0.014082,20.263353,2.338877
253,253,long,0.7438746408125725,1,0.00807857142857138,0.007691753162051795,0.023075259486155384,10.131677,0.172287,0.014184,20.421456,1.975499
254,254,long,0.8198181300830756,1,0.008135714285714246,0.007708654809280128,0.023125964427840384,10.210728,0.070529,0.014295,20.47769,2.279273
255,255,long,0.686680742594937,1,0.008528571428571394,0.008097078134769526,0.024291234404308578,10.238845,0.049576,0.014334,20.512932,1.746723
256,256,long,0.7365387730949213,1,0.00873571428571426,0.008290749746803324,0.024872249240409972,10.256466,0.067457,0.014359,20.56603,1.946155
257,257,long,0.7053239029263252,1,0.00934999999999997,0.008793875324479863,0.026381625973439588,10.283015,-0.008898,0.014396,20.542736,1.821296
258,258,long,0.7306681482896581,1,0.009028571428571401,0.008452531412789779,0.025357594238369335,10.271368,-0.07462,0.01438,20.453736,1.922673
259,259,long,0.8277713622970698,1,0.009364285714285683,0.008811869608527118,0.026435608825581353,10.226868,-0.029256,0.014318,20.410162,2.311085
260,260,long,0.9033236037058093,1,0.008942857142857126,0.008449491343320634,0.025348474029961904,10.205081,0.032108,0.014287,20.427983,2.613294
261,261,long,0.8197079618921475,1,0.009157142857142848,0.008633926887745473,0.025901780663236416,10.213992,0.026195,0.0143,20.439878,2.278832
262,262,long,0.7913297508218778,1,0.009135714285714278,0.008599776230998455,0.025799328692995366,10.219939,0.0152,0.014308,20.440771,2.165319
263,263,long,0.6565220251534174,1,0.009071428571428555,0.008554803960267972,0.025664411880803917,10.220385,0.006843,0.014309,20.433305,1.626088
264,264,long,0.8243715126450243,1,0.009300000000000006,0.008776482800924839,0.026329448402774517,10.216653,0.062091,0.014303,20.481094,2.297486
265,265,long,0.7900487803658645,1,0.009350000000000016,0.00880646498135103,0.02641939494405309,10.240547,0.082274,0.014337,20.549031,2.160195
266,266,long,0.5861383512153514,1,0.009200000000000033,0.008652146108415183,0.025956438325245548,10.274515,0.031307,0.014384,20.565953,1.344553
267,267,long,0.5632113747660576,1,0.00926428571428574,0.008707853853074293,0.02612356155922288,10.282977,-1.028298,0.014396,19.52326,1.252845
268,268,long,0.7575047474353693,1,0.01015714285714288,0.009572276747849289,0.028716830243547868,9.76163,-0.007084,0.013666,19.50251,2.030019
269,269,long,0.5633342834490577,1,0.010078571428571445,0.009453771659589195,0.028361314978767586,9.751255,-0.975125,0.013652,18.513732,1.253337
272,272,long,0.7337033610804903,1,0.00959285714285715,0.009096204383517116,0.027288613150551345,9.256866,0.16379,0.01296,18.664563,1.934813
274,274,long,0.7073625146334727,1,0.009249999999999996,0.008792775665399235,0.026378326996197705,9.332281,0.24617,0.013065,18.897668,1.82945
275,275,short,0.3834774035972547,0,0.009099999999999997,0.008551586742221342,0.025654760226664027,9.448834,-0.944883,0.013228,17.939556,1.46609
276,276,long,0.6726550852687886,0,0.00924285714285714,0.008614675039012358,0.025844025117037074,8.969778,0.075743,0.012558,18.002741,1.69062
277,277,short,0.32110636093531364,0,0.009428571428571437,0.00878498353481117,0.026354950604433512,9.001371,-0.046212,0.012602,17.943927,1.715575
289,289,long,0.5807374884172427,1,0.011557142857142886,0.010611060686348091,0.03183318205904427,8.971964,0.014498,0.012561,17.945865,1.32295
290,290,long,0.6470906694319513,1,0.011671428571428602,0.010742324891557771,0.032226974674673316,8.972932,-0.059462,0.012562,17.87384,1.588363
291,291,long,0.6601965105503408,1,0.011278571428571455,0.010396913190054808,0.031190739570164425,8.93692,-0.893692,0.012512,16.967637,1.640786
292,292,long,0.6360838120758961,1,0.012000000000000026,0.011047078968202848,0.033141236904608545,8.483818,-0.848382,0.011877,16.107377,1.544335
293,293,long,0.6030511576932023,1,0.011885714285714324,0.01081502664760175,0.03244507994280525,8.053689,-0.805369,0.011275,15.290733,1.412205
294,294,long,0.6724763740432506,1,0.011342857142857179,0.010397515072468357,0.03119254521740507,7.645367,-0.764537,0.010704,14.515493,1.689905
295,295,long,0.7795651521713368,1,0.011792857142857176,0.010926495328278012,0.03277948598483404,7.257747,-0.079014,0.010161,14.426319,2.118261
296,296,long,0.6573903973662563,1,0.011821428571428602,0.011022105481882486,0.03306631644564746,7.213159,-0.003026,0.010098,14.413194,1.629562
298,298,long,0.7832161139705985,0,0.01166428571428573,0.010891124767071334,0.032673374301214,7.206597,-0.014736,0.010089,14.388368,2.132864
299,299,long,0.7556508996886936,0,0.011714285714285724,0.010907359275112874,0.03272207782533862,7.194184,-0.045082,0.010072,14.333215,2.022604
300,300,long,0.8436033284900062,0,0.012292857142857152,0.011515125562374388,0.03454537668712317,7.166607,0.011748,0.010033,14.33493,2.374413
301,301,long,0.7919900327245308,0,0.012550000000000014,0.011706325146678867,0.0351189754400366,7.167465,-0.024469,0.010034,14.300426,2.16796
302,302,long,0.8242250277223274,0,0.012557142857142886,0.011695641876518531,0.03508692562955559,7.150213,-0.060536,0.01001,14.229879,2.2969
303,303,long,0.8495449461225155,0,0.011692857142857171,0.01094017322497864,0.03282051967493592,7.11494,-0.056318,0.009961,14.163601,2.39818
304,304,long,0.8922991271149874,0,0.011800000000000033,0.011056453501991128,0.03316936050597338,7.0818,-0.050762,0.009915,14.102924,2.569197
305,305,long,0.8074306188158326,0,0.012121428571428585,0.011335959909312333,0.034007879727937,7.051462,-0.705146,0.009872,13.387906,2.229722
306,306,long,0.7841410617667189,0,0.011935714285714303,0.011171473765421797,0.03351442129626539,6.693953,-0.047679,0.009372,13.330855,2.136564
307,307,long,0.8391292034246827,0,0.01306428571428572,0.012271889790512337,0.03681566937153701,6.665427,-0.044392,0.009332,13.277132,2.356517
308,308,long,0.8215736827969978,0,0.013235714285714286,0.012482519084175157,0.03744755725252547,6.638566,0.039193,0.009294,13.30703,2.286295
309,309,long,0.7527880735135931,0,0.012664285714285715,0.011951949522730949,0.03585584856819285,6.653515,0.000377,0.009315,13.298092,2.011152
310,310,long,0.7695564894641014,0,0.012478571428571419,0.011835097194126747,0.03550529158238024,6.649046,0.056756,0.009309,13.345539,2.078226
311,311,long,0.6391924921402938,0,0.011921428571428559,0.011238149105796152,0.03371444731738846,6.67277,0.044724,0.009342,13.380921,1.55677
318,318,short,0.415673658245665,-1,0.01176428571428564,0.011158385387731803,0.03347515616319541,6.690461,-0.021322,0.009367,13.350233,1.337305
319,319,short,0.2707383519767877,-1,0.011364285714285651,0.010742204643387106,0.03222661393016132,6.675116,-0.021074,0.009345,13.319813,1.917047
323,323,long,0.7287524870356826,0,0.010721428571428533,0.010136933013849945,0.030410799041549835,6.659907,0.177193,0.009324,13.487682,1.91501
324,324,long,0.770390466767548,0,0.010464285714285688,0.009860339895675559,0.02958101968702668,6.743841,0.139547,0.009441,13.617788,2.081562
325,325,long,0.7300612441946386,0,0.010642857142857112,0.009980267203234382,0.029940801609703145,6.808894,0.060594,0.009532,13.668849,1.920245
326,326,long,0.8833493002285423,0,0.011192857142857116,0.010442072154918476,0.031326216464755426,6.834425,0.049541,0.009568,13.708822,2.533397
327,327,long,0.8223060737678196,0,0.011192857142857116,0.010394941438070801,0.031184824314212406,6.854411,0.046025,0.009596,13.745251,2.289224
328,328,long,0.8358993279944339,0,0.011992857142857123,0.011045180643633377,0.03313554193090013,6.872625,-0.01171,0.009622,13.72392,2.343597
329,329,long,0.6746074214499503,0,0.012007142857142852,0.01108477844290844,0.03325433532872532,6.86196,0.045928,0.009607,13.76024,1.69843
330,330,long,0.6440552922896489,0,0.012628571428571433,0.011737899606435136,0.03521369881930541,6.88012,0.050711,0.009632,13.80132,1.576221
331,331,long,0.5953473748567144,0,0.012521428571428588,0.011597459011946788,0.034792377035840365,6.90066,0.066407,0.009661,13.858066,1.381389
332,332,short,0.4252033016380897,0,0.011907142857142894,0.010984550463696984,0.03295365139109095,6.929033,-0.072934,0.009701,13.775431,1.299187
333,333,short,0.34441639971909044,0,0.013000000000000043,0.011993173116841222,0.03597951935052367,6.887715,-0.042065,0.009643,13.723723,1.622334
334,334,long,0.6005136502760194,0,0.013778571428571449,0.012635558781222099,0.0379066763436663,6.861861,0.00818,0.009607,13.722296,1.402055
335,335,long,0.7510266347766398,0,0.014364285714285718,0.01325350911532992,0.039760527345989755,6.861148,0.040073,0.009606,13.752763,2.004107
339,339,long,0.6105412897655993,1,0.015021428571428583,0.013758910906635691,0.041276732719907075,6.876382,0.080053,0.009627,13.82319,1.442165
340,340,long,0.6577044075600954,1,0.01486428571428571,0.013635208059777375,0.04090562417933213,6.911595,0.056807,0.009676,13.870321,1.630818
341,341,long,0.6725272251947502,1,0.015278571428571428,0.01406996171707471,0.042209885151224126,6.93516,0.042343,0.009709,13.902954,1.690109
342,342,long,0.6079617189304685,1,0.015392857142857144,0.014109589937996372,0.042328769813989114,6.951477,0.038869,0.009732,13.932091,1.431847
343,343,long,0.7872543217241768,1,0.014935714285714274,0.013588545850132172,0.040765637550396513,6.966046,-0.023133,0.009752,13.899206,2.149017
344,344,long,0.8723549687312634,1,0.014621428571428563,0.01323841170102272,0.03971523510306816,6.949603,-0.049017,0.009729,13.84046,2.48942
