step,equity
0,100.0
1,99.56913856011391
2,99.56913856011391
3,99.56913856011391
4,99.41108703640856
5,99.41108703640856
6,99.13157667538499
7,99.1956494383406
8,99.22489498416982
9,99.3054218646974
10,99.37839929281827
11,99.33768815280303
12,99.1428419799061
13,98.72205853498266
14,93.71685016725905
15,93.71685016725905
16,93.44581761767958
17,88.70811466446322
18,88.81381983456637
19,89.13358498480817
20,89.62872867525957
21,89.8362314648397
22,89.8362314648397
23,89.8362314648397
24,89.8362314648397
25,85.28153452957233
26,85.28153452957233
27,85.57419693416776
28,85.63090585469934
29,85.80483270057927
30,85.80483270057927
31,86.8984503282979
32,82.4926988966532
33,78.31031906259287
34,74.33998588611941
35,74.3301865243435
36,74.610264848766
37,74.610264848766
38,74.610264848766
39,74.610264848766
40,74.610264848766
41,74.610264848766
42,74.610264848766
43,74.610264848766
44,74.610264848766
45,74.610264848766
46,74.610264848766
47,74.610264848766
48,75.21399914581421
49,75.77946092426201
50,75.77946092426201
51,75.77946092426201
52,71.93744225540193
53,72.61332187725651
54,72.70486393115601
55,72.92006248360713
56,72.91641204150477
57,72.57282895947213
58,72.35656461920098
59,72.44997482079404
60,68.77676109737978
61,65.28977930974261
62,65.01733440484267
63,64.73726343351466
64,64.76794727309418
65,64.99245668749535
66,65.14693875762178
67,65.20155741183122
68,64.98416212842443
69,61.68946510851331
70,61.84150941045693
71,61.84150941045693
72,61.84150941045693
73,62.300545601017994
74,62.98536635413831
75,63.47630501241018
76,63.92602949073342
77,64.14345705156535
78,60.89138377905098
79,60.82864169643784
80,60.82864169643784
81,60.82864169643784
82,60.82864169643784
83,60.895617250194874
84,60.960085715298625
85,60.960085715298625
86,60.960085715298625
87,60.960085715298625
88,60.960085715298625
89,60.960085715298625
90,60.960085715298625
91,60.960085715298625
92,60.960085715298625
93,60.960085715298625
94,60.960085715298625
95,60.960085715298625
96,60.960085715298625
97,60.960085715298625
98,60.960085715298625
99,60.960085715298625
100,60.960085715298625
101,60.960085715298625
102,60.960085715298625
103,60.960085715298625
104,61.067303148101296
105,61.067303148101296
106,61.067303148101296
107,61.067303148101296
108,61.067303148101296
109,61.067303148101296
110,61.067303148101296
111,61.067303148101296
112,61.067303148101296
113,61.02256446339466
114,60.903845474248364
115,60.90974287363771
116,60.83106545733224
117,57.74693043864549
118,57.63520710852302
119,57.76800778292413
120,54.839169788329876
121,52.058823880061546
122,49.41944150934242
123,46.91387582481875
124,44.53534232050044
125,44.371825411148784
126,44.304896325372894
127,44.304896325372894
128,42.05863808167649
129,39.92626513093549
130,39.92626513093549
131,39.92626513093549
132,40.033725038190646
133,39.98118796184514
134,39.98118796184514
135,39.98118796184514
136,39.98118796184514
137,39.98118796184514
138,39.98118796184514
139,39.98118796184514
140,39.98118796184514
141,39.98118796184514
142,39.98118796184514
143,39.98118796184514
144,39.98118796184514
145,39.98118796184514
146,39.98118796184514
147,39.98118796184514
148,39.98118796184514
149,39.98118796184514
150,39.98118796184514
151,39.98118796184514
152,39.98118796184514
153,39.98118796184514
154,39.98118796184514
155,39.98118796184514
156,39.98118796184514
157,39.98118796184514
158,39.98118796184514
159,39.98118796184514
160,40.05124518247996
161,39.937425503883254
162,39.78158327487625
163,39.85394856824059
164,40.077854424573964
165,40.198066901858304
166,40.32193941068181
167,40.22824479995523
168,40.10870822299504
169,38.07519671608919
170,36.14478424258347
171,34.31224368148448
172,32.572612926833216
173,30.92118145144277
174,29.35347755185462
175,27.86525623997559
176,27.86525623997559
177,27.86525623997559
178,27.86525623997559
179,27.86525623997559
180,27.86525623997559
181,27.86525623997559
182,27.86525623997559
183,27.86525623997559
184,27.86525623997559
185,27.86525623997559
186,27.86525623997559
187,27.86525623997559
188,27.86525623997559
189,27.86525623997559
190,27.86525623997559
191,27.86525623997559
192,27.86525623997559
193,27.852602076814417
194,26.440475151519927
195,25.099943061337864
196,23.827375948128036
197,22.619327987557945
198,21.472528058588757
199,20.383870886018308
200,20.383870886018308
201,20.383870886018308
202,20.383870886018308
203,20.383870886018308
204,20.383870886018308
205,20.383870886018308
206,20.383870886018308
207,20.383870886018308
208,20.383870886018308
209,20.383870886018308
210,20.383870886018308
211,20.383870886018308
212,20.383870886018308
213,20.383870886018308
214,20.383870886018308
215,20.383870886018308
216,20.383870886018308
217,20.383870886018308
218,20.383870886018308
219,20.691063006724598
220,20.867011819574525
221,20.96032678563388
222,20.958822459008868
223,20.848042695451248
224,19.79104693079187
225,18.787640851400724
226,18.769869436551012
227,18.887417173282593
228,19.063747258464655
229,19.240465161542797
230,19.587917690123614
231,19.921528087596997
232,20.213295658265857
233,20.475070439246018
234,20.814007738580848
235,20.955216752837387
236,20.909885780628503
237,19.84975457155064
238,19.792890754541073
239,19.780178265739252
240,19.812055952769356
241,19.86679612505314
242,19.94765389410641
243,19.95789180529991
244,19.95227274700702
245,20.05044388276467
246,20.169017327885125
247,20.300136697117182
248,20.420566353922666
249,20.503231423251275
250,20.51644224253596
251,20.502470316488473
252,20.53601379048155
253,20.685887444111852
254,20.84728729402887
255,20.904693778091456
256,20.940670456591644
257,20.994875505386894
258,20.97109587262748
259,20.88023967712569
260,20.835757824806606
261,20.853950444135368
262,20.866093554370412
263,20.86700447194203
264,20.85938347643767
265,20.90816813439413
266,20.977521921553677
267,20.994797541767888
268,19.930361306400254
269,19.90917870007614
270,18.899783339982278
271,18.899783339982278
272,18.899783339982278
273,19.053759046889912
274,19.053759046889912
275,19.34126071001416
276,18.360658792016444
277,18.42532728706364
278,18.36513274574957
279,18.36513274574957
280,18.36513274574957
281,18.36513274574957
282,18.36513274574957
283,18.36513274574957
284,18.36513274574957
285,18.36513274574957
286,18.36513274574957
287,18.36513274574957
288,18.36513274574957
289,18.36513274574957
290,18.36711548403348
291,18.293400496455046
292,17.365925091284776
293,16.485472689156637
294,15.649659223816396
295,14.856221501168905
296,14.764953888912546
297,14.751520936178368
298,14.751520936178368
299,14.726112643467584
300,14.669664428077121
301,14.671419527539515
302,14.63610574220048
303,14.563903144076193
304,14.496068712867629
305,14.433967880484978
306,13.702165708944388
307,13.643775753657469
308,13.588791569344021
309,13.619391942936643
310,13.610243968574972
311,13.658804658660411
312,13.695017487256
313,13.695017487256
314,13.695017487256
315,13.695017487256
316,13.695017487256
317,13.695017487256
318,13.695017487256
319,13.66360831601977
320,13.632474634138255
321,13.632474634138255
322,13.632474634138255
323,13.632474634138255
324,13.804284054856865
325,13.937444178677904
326,13.989703902474485
327,14.030615466176293
328,14.067898937937574
329,14.046066875141147
330,14.083240280438838
331,14.125283755663675
332,14.183362055081032
333,14.098787182279532
334,14.045865320727147
335,14.044405656411284
336,14.075587797927241
337,14.075587797927241
338,14.075587797927241
339,14.075587797927241
340,14.147667143059726
341,14.195904518350396
342,14.229304178150375
343,14.259124936359415
344,14.22546785426192
345,14.16534279968457
346,14.153493840345341
347,14.22053783160771
348,14.212722271717547
349,14.25797709529526
350,14.28582952856905
351,14.292731139186946
352,14.23801331634571
353,14.245562351538535
354,14.248881154651592
355,14.230376995383407
356,14.22261217609279
357,14.231317451472552
358,14.190889788039323
359,14.130533767788824
360,14.058662991966063
361,13.345888778273384
362,12.669252217214922
363,12.606832303462925
364,11.967665905677356
365,11.360905244259513
366,11.3293342448415
367,11.28910562722195
368,11.235053573246006
369,11.18080388514018
370,11.15107229433523
371,11.103573644358047
372,11.04280961487055
373,11.014679927436491
374,10.974231475415692
375,10.98291720670082
376,10.98291720670082
377,10.98291720670082
378,10.98291720670082
379,10.98291720670082
380,10.98291720670082
381,10.98291720670082
382,10.98291720670082
383,10.98291720670082
384,10.98291720670082
385,10.98291720670082
386,10.98291720670082
387,10.98291720670082
388,10.98291720670082
389,11.052547944559457
390,11.051932843340321
391,11.019395533201145
392,11.003811896430367
393,11.017982988514039
394,10.974609114938113
395,10.92039544348136
396,10.920973298948633
397,10.91548162868797
398,10.867653955682494
399,10.831165776404715
400,10.836297181410636
401,10.856827292227178
402,10.893759412419334
403,10.94921867231821
404,11.079598401412287
405,11.242544614184212
406,11.369208019143718
407,11.483164031992793
408,11.591104198298783
409,11.620279612317352
410,11.5657616212814
411,11.5657616212814
412,11.5657616212814
413,11.5657616212814
414,11.499216141927416
415,10.916205883531696
416,10.85469248197191
417,10.814763742889662
418,10.814763742889662
419,10.266455221125156
420,10.266455221125156
421,10.266455221125156
422,10.262116138854083
423,10.224848854425222
424,10.23535902985518
425,10.243058888434877
426,10.243058888434877
427,10.190132960614298
428,10.159370034410943
429,10.108107020777993
430,10.049064365478669
431,10.00874311453733
432,9.997010087635232
433,9.963329524575814
434,9.947839136321317
435,9.915885218233392
436,9.873325318717319
437,9.873325318717319
438,9.873325318717319
439,9.873325318717319
440,9.873325318717319
441,9.873325318717319
442,9.873325318717319
443,9.873325318717319
444,9.873325318717319
445,9.873325318717319
446,9.873325318717319
447,9.873325318717319
448,9.873325318717319
449,9.873325318717319
450,9.873325318717319
451,9.873325318717319
452,9.873325318717319
453,9.873325318717319
454,9.873325318717319
455,9.873325318717319
456,9.873325318717319
457,9.873325318717319
458,9.873325318717319
459,9.873325318717319
460,9.873325318717319
461,9.873325318717319
462,9.873325318717319
463,9.873325318717319
464,9.873325318717319
465,9.873325318717319
466,9.873325318717319
467,9.873325318717319
468,9.873325318717319
469,9.873325318717319
470,9.873325318717319
471,9.873325318717319
472,9.873325318717319
473,9.873325318717319
474,9.873325318717319
475,9.873325318717319
476,9.873325318717319
477,9.873325318717319
478,9.873325318717319
479,9.873325318717319
480,9.873325318717319
481,9.873325318717319
482,9.842025468753725
483,9.827886967010937
484,9.820821442254797
485,9.842218125812167
486,9.914314225902146
487,9.955289297259718
488,10.00734963081403
489,10.067584177923298
490,10.08233823007173
491,10.054044727141099
492,10.038282439489326
493,10.115175375254488
494,10.17317417945558
495,10.254079129288336
496,10.356785601194883
497,10.46603964585692
498,10.46603964585692
499,10.46603964585692
500,10.46603964585692
501,10.46603964585692
502,10.4652670107675
503,10.497122531576016
504,10.528771322748177
505,10.513000182179534
506,10.513000182179534
507,10.513000182179534
508,10.513000182179534
509,10.407451891530886
510,10.407451891530886
511,10.342303928286489
512,10.300751907132964
513,10.292491890028014
514,10.337828642073271
515,10.425651224127822
516,10.482007019425605
517,10.552330340989078
518,10.635956740215176
519,10.661326522275935
520,10.6629807295906
521,10.713666608682582
522,10.747605446800115
523,10.770033102147874
524,10.84276755648637
525,10.859008093986992
526,10.864424580242064
527,10.874584712182365
528,10.817680005818646
529,10.721018904936855
530,10.657966880096618
531,10.603094215849387
532,10.550308395271447
533,10.537812717077093
534,10.537812717077093
535,10.537812717077093
536,10.537812717077093
537,10.537812717077093
538,10.503491607662625
539,10.503491607662625
540,10.503491607662625
541,10.471051587791221
542,10.432208178340737
543,10.414833248373677
544,10.408308471667919
545,10.386285160062453
546,10.35766263236805
547,10.3268080972688
548,10.315107657481517
549,10.27647065489624
550,10.281547792723563
551,10.242940974923258
552,10.242940974923258
553,10.242940974923258
554,10.242940974923258
555,10.242940974923258
556,10.242940974923258
557,10.242940974923258
558,10.242940974923258
559,10.242940974923258
560,10.242940974923258
561,10.242940974923258
562,10.242940974923258
563,10.242940974923258
564,10.242940974923258
565,10.242940974923258
566,10.242940974923258
567,10.242940974923258
568,10.242940974923258
569,10.242940974923258
570,10.242940974923258
571,10.244291867619367
572,10.239292284235232
573,10.237318219842404
574,10.258915242386335
575,10.319476091482267
576,10.360484543707818
577,10.386731629471642
578,10.413334750756468
579,10.429597863681607
580,10.392145814122452
581,10.360549086726273
582,10.327882979169408
583,10.292010849371131
584,10.272209236341595
585,10.253599566541592
586,10.207854143929593
587,10.183714490345476
588,10.160979778202654
589,10.10953358323966
590,10.069178899915931
591,10.055141225102522
592,10.004906691986742
593,9.971024238068184
594,9.967544483423458
595,9.983294201477962
596,9.997586318765286
597,10.044657688976647
598,10.076832051315275
599,10.027688375556666
600,9.96908813829922
601,9.871260066962595
602,9.757265330335356
603,9.641292267457521
604,9.602234905970537
605,9.55827421187967
606,9.55827421187967
607,9.55827421187967
608,9.55827421187967
609,9.55827421187967
610,9.55827421187967
611,9.55827421187967
612,9.55827421187967
613,9.55827421187967
614,9.55827421187967
615,9.55827421187967
616,9.55827421187967
617,9.55827421187967
618,9.55827421187967
619,9.55827421187967
620,9.55827421187967
621,9.547808395035622
622,9.549725040724052
623,9.569853581797696
624,9.623615173171848
625,9.654772514386513
626,9.691942698261514
627,9.717005744234022
628,9.727587239448557
629,9.694008114555828
630,9.664293431635166
631,9.647568354234723
632,9.639393578803992
633,9.633489616739627
634,9.617667464733405
635,9.61947290961268
636,9.612739278575951
637,9.626730524964392
638,9.629612425944444
639,9.652867018700062
640,9.670925152598794
641,9.644091344924343
642,9.644091344924343
643,9.576613893266893
644,9.543788701662766
645,9.471242576673937
646,9.421860570239446
647,9.400604878000102
648,9.393324327611644
649,9.357685120724154
650,9.335972551593274
651,9.324421548132863
652,9.318719907604605
653,9.300179646246532
654,9.265926523690156
655,9.259786635457044
656,9.262052689125957
657,9.257812882940074
658,9.26528961060802
659,9.304610262943854
660,9.344251546349652
661,9.344251546349652
662,9.344251546349652
663,9.344251546349652
664,9.344251546349652
665,9.344251546349652
666,9.36719967268348
667,9.39114805954965
668,9.42091784258192
669,9.461693567952985
670,9.468828539476341
671,9.45212843081586
672,9.45212843081586
673,9.42617001885668
674,9.42617001885668
675,9.42617001885668
676,9.407791369372028
677,9.371963147933831
678,9.348132200073104
679,9.335896840326367
680,9.306161644317426
681,9.323137780641696
682,9.372650514240684
683,9.41631994411809
684,9.451388264987004
685,9.499688616453732
686,9.495215704900236
687,9.479596090670828
688,9.50002262960911
689,9.538034705397704
690,9.555516838533505
691,9.597197374750065
692,9.656894256627611
693,9.656894256627611
694,9.656894256627611
695,9.656894256627611
696,9.72283288087609
697,9.74997741960358
698,9.766720035340427
699,9.766720035340427
700,9.745467248893217
701,9.745467248893217
702,9.699263269483495
703,9.632885558462357
704,9.61020151127751
705,9.616486919657165
706,9.616486919657165
707,9.594770608947993
708,9.594770608947993
709,9.594770608947993
710,9.594770608947993
711,9.592079865780107
712,9.592079865780107
713,9.592079865780107
714,9.630134488137635
715,9.630134488137635
716,9.630134488137635
717,9.630134488137635
718,9.594969301632164
719,9.580742996127949
720,9.580742996127949
721,9.580742996127949
722,9.580742996127949
723,9.580742996127949
724,9.580742996127949
725,9.580742996127949
726,9.580742996127949
727,9.580742996127949
728,9.580742996127949
729,9.580742996127949
730,9.580742996127949
731,9.557186646906532
732,9.52114562885695
733,9.477229901889931
734,9.437027962683038
735,9.385933406589729
736,9.34919347649651
