idx,signal,prob,fwd,position_value,profit,cost,capital_after
65,short,0.20789991291599433,-0.006153846153846,34.511511908739195,0.21237853482300512,0.04831611667223487,69.18708623562915
66,short,0.1911853857609351,-0.0030767834452711,34.593543117814576,0.10643684077816389,0.048430960364940406,69.24509211604237
67,short,0.23379255678474473,0.0052684076895176,34.622546058021186,-0.1824056878827561,0.04847156448122966,69.01421486367839
68,short,0.31515341464087493,0.0138119036801452,34.507107431839195,-5.0,0.04830995040457488,63.96590491327382
69,long,0.5752104250919718,0.0063293441489942,31.98295245663691,0.2024311129989745,0.044776133439291675,64.12355989283351
71,long,0.686680549469488,-0.0010742800957749,32.061779946416756,-0.03444333203155037,0.04488649192498346,64.04423006887697
72,short,0.173786652522067,-0.0162455687753133,32.022115034438485,0.5202174721229644,0.04483096104821388,64.51961657995172
73,short,0.22637704360061425,-0.0233844223357532,32.25980828997586,0.7543769815232277,0.0451637316059662,65.22882982986897
74,short,0.15128355783598288,-0.0169889752394721,32.614414914934486,0.5540854874396914,0.04566018088090828,65.73725513642776
75,short,0.1302101065414292,-0.0155698379650584,32.86862756821388,0.5117592053709417,0.046016078595499436,66.2029982632032
76,short,0.3659191338583114,-0.0082024735014535,33.1014991316016,0.2715141694853482,0.04634209878424224,66.4281703339043
77,long,0.5586982954226513,-0.0072437190537319,33.21408516695215,-0.24059350157612538,0.046499719233733014,66.14107711309444
78,long,0.6043981464488292,-0.0006607868870513,33.07053855654722,-0.02185257822589083,0.04629875397916611,66.07292578088938
80,long,0.6656286789537459,-0.0064367816091953,33.03646289044469,-0.2126484967660774,0.04625104804662257,65.81402623607667
81,long,0.6080245700604352,-0.0095843709509937,32.907013118038336,-0.31539302061249525,0.04606981836525367,65.45256339709893
82,short,0.406124625254176,-0.0036021058464948,32.726281698549464,0.1178835306403808,0.04581679437796925,65.52463013336134
83,short,0.3952269373068606,-0.0035173433496496,32.76231506668067,0.11523631101891416,0.04586724109335294,65.59399920328691
84,long,0.7372654044625846,0.0007019488316247,32.796999601643456,0.023021815551169375,0.04591579944230084,65.57110521939579
85,long,0.689738631973068,-0.0010180472003702,32.785552609697895,-0.033377240046892846,0.04589977365357706,65.49182820569533
86,long,0.7623695401860441,-0.0061143069215068,32.745914102847664,-0.20021856925010859,0.04584427974398673,65.24576535670123
87,long,0.7948250442302629,-0.0139599555061179,32.622882678350614,-5.0,0.045672035749690865,60.20009332095154
88,long,0.8140304720701576,-0.0273256778426999,30.10004666047577,-5.0,0.042140065324666076,55.15795325562687
89,long,0.930880103002159,-0.0310394476953464,27.578976627813436,-5.0,0.03861056727893881,50.119342688347935
90,long,0.9335822586060072,-0.023438947563461,25.059671344173967,-5.0,0.03508353988184355,45.08425914846609
91,long,0.9523798846152982,-0.0194546354122907,22.542129574233044,-5.0,0.03155898140392626,40.05270016706216
92,long,0.9390990564830621,-0.0109049203752795,20.02635008353108,-5.0,0.028036890116943516,35.02466327694522
93,long,0.5662634218810179,0.0065945935702713,17.51233163847261,0.11548670962353014,0.024517264293861654,35.11563272227489
