idx,i_test,signal,prob,regime,atr,stop_pct,tp_pct,position_value,profit,cost,capital_after,ev
19,19,short,0.1602315192006009,0,0.007342857142857159,0.006410344350229302,0.02564137740091721,46.811996,0.538219,0.065537,94.096675,3.198842
20,20,short,0.12568292567274847,0,0.007000000000000006,0.006135453278523289,0.024541813114093158,47.048337,0.275054,0.065868,94.305861,3.371585
23,23,long,0.5818180948784244,1,0.007514285714285728,0.006624952139129045,0.02649980855651618,47.152931,-0.064021,0.066014,94.175826,1.90909
24,24,long,0.5933497184516419,1,0.007564285714285722,0.006687311662823101,0.026749246651292403,47.087913,-0.042461,0.065923,94.067442,1.966749
25,25,long,0.6467921680022605,1,0.007307142857142861,0.006443518123103322,0.02577407249241329,47.033721,-4.703372,0.065847,89.298222,2.233961
26,26,long,0.6346140964703795,0,0.0070857142857142985,0.006255596614915069,0.025022386459660276,44.649111,-4.464911,0.062509,84.770803,2.17307
27,27,long,0.7447331570393093,0,0.007385714285714297,0.00653533632332345,0.0261413452932938,42.385401,-4.23854,0.05934,80.472923,2.723666
28,28,short,0.3835431438612778,0,0.006978571428571437,0.006208251573350151,0.024833006293400604,40.236461,0.026488,0.056331,80.44308,2.082284
29,29,long,0.5752744587336035,0,0.006985714285714294,0.006269487978994018,0.02507795191597607,40.22154,0.462051,0.05631,80.848821,1.876372
30,30,short,0.3112646710666302,0,0.007492857142857158,0.006722704154874711,0.026890816619498843,40.42441,-4.042441,0.056594,76.749786,2.443677
32,32,short,0.35947829013379795,0,0.00802857142857145,0.007123590492415042,0.028494361969660167,38.374893,-3.837489,0.053725,72.858572,2.202609
33,33,short,0.25918252095517946,0,0.007892857142857162,0.006983469716388987,0.02793387886555595,36.429286,-3.642929,0.051001,69.164642,2.704087
34,34,short,0.20649611683225702,0,0.008100000000000012,0.007080419580419591,0.028321678321678364,34.582321,0.074666,0.048415,69.190893,2.967519
35,35,short,0.316481630214504,0,0.008000000000000023,0.006988120195667385,0.02795248078266954,34.595447,0.075549,0.048434,69.218009,2.417592
41,41,long,0.56472386021806,1,0.008871428571428594,0.007847210638846367,0.03138884255538547,34.609004,0.165312,0.048453,69.334868,1.823619
44,44,long,0.5690481709079738,1,0.01000000000000004,0.008803436861750863,0.03521374744700345,34.667434,-0.11048,0.048534,69.175854,1.845241
45,45,long,0.6458478026678446,1,0.010335714285714321,0.00913024768399629,0.03652099073598516,34.587927,-0.048581,0.048423,69.07885,2.229239
48,48,long,0.6185607864803871,0,0.010085714285714333,0.008921936843808017,0.035687747375232066,34.539425,-0.265514,0.048355,68.764981,2.092804
49,49,long,0.5567397608745298,0,0.01043571428571431,0.009324762126020257,0.03729904850408103,34.382491,-0.207375,0.048135,68.50947,1.783699
52,52,long,0.6333623282869792,0,0.009814285714285744,0.008822702212610455,0.03529080885044182,34.254735,-3.425474,0.047957,65.03604,2.166812
53,53,short,0.35459483868513036,0,0.009757142857142877,0.008775513875076787,0.03510205550030715,32.51802,0.77123,0.045525,65.761745,2.227026
54,54,short,0.3611535617508261,0,0.009514285714285729,0.008597841760982595,0.03439136704393038,32.880873,0.49503,0.046033,66.210742,2.194232
55,55,short,0.3976561387655812,-1,0.009750000000000005,0.008925220384287955,0.03570088153715182,33.105371,-3.310537,0.046348,62.853858,2.011719
57,57,short,0.40460357213706066,-1,0.008749999999999989,0.008028038497885175,0.0321121539915407,31.426929,-0.030564,0.043998,62.779296,1.976982
58,58,short,0.3751955836143078,-1,0.008385714285714283,0.007571751048049014,0.030287004192196057,31.389648,0.376959,0.043946,63.11231,2.124022
59,59,short,0.24026074717815632,-1,0.008392857142857122,0.007640358258024308,0.030561433032097234,31.556155,0.103129,0.044179,63.17126,2.798696
60,60,short,0.35238317492851123,-1,0.008628571428571414,0.007908937230012571,0.031635748920050284,31.58563,-3.158563,0.04422,59.968478,2.238084
61,61,short,0.12249704725105376,-1,0.008478571428571415,0.007748648719220814,0.030994594876883257,29.984239,-2.998424,0.041978,56.928076,3.387515
63,63,short,0.27616662661387464,-1,0.008407142857142851,0.0076214478031192846,0.030485791212477138,28.464038,0.033287,0.03985,56.921513,2.619167
64,64,short,0.09028936868287724,-1,0.008278571428571422,0.00746570542220206,0.02986282168880824,28.460757,0.156051,0.039845,57.037719,3.548553
65,65,short,0.23906327999230292,-1,0.008285714285714294,0.0074983839689722115,0.029993535875888846,28.518859,0.11614,0.039926,57.113932,2.804684
66,66,short,0.10940131906683005,-1,0.008500000000000016,0.007714648756580157,0.03085859502632063,28.556966,0.055984,0.03998,57.129937,3.452993
67,67,short,0.16147339093555962,-1,0.008571428571428594,0.007772423441629121,0.031089693766516484,28.564968,0.11915,0.039991,57.209096,3.192633
68,68,short,0.2139200318612633,-1,0.00832142857142859,0.007561498020380364,0.030245992081521456,28.604548,0.054324,0.040046,57.223373,2.9304
69,69,short,0.21794431328306973,0,0.008314285714285734,0.007560916040054685,0.03024366416021874,28.611687,-2.861169,0.040056,54.322148,2.910278
70,70,short,0.31775265961213056,-1,0.008007142857142864,0.00729115175481958,0.02916460701927832,27.161074,-2.716107,0.038026,51.568015,2.411237
71,71,short,0.17146397140169287,-1,0.008100000000000012,0.007374295572691446,0.029497182290765783,25.784008,-2.578401,0.036098,48.953517,3.14268
72,72,short,0.16997784517888243,-1,0.008535714285714282,0.007699474373958634,0.030797897495834534,24.476759,0.086328,0.034267,49.005578,3.150111
73,73,short,0.1258915980959188,0,0.008228571428571443,0.007375254484692519,0.029501017938770076,24.502789,0.405635,0.034304,49.376908,3.370542
74,74,short,0.04606457361647048,0,0.008021428571428593,0.007248715499212536,0.028994861996850144,24.688454,0.356963,0.034564,49.699307,3.769677
75,75,short,0.09814206534707132,0,0.007914285714285747,0.007164194545384038,0.02865677818153615,24.849654,0.339442,0.03479,50.00396,3.50929
76,76,short,0.06334903527902137,0,0.0076428571428571734,0.006965592576631312,0.027862370306525247,25.00198,0.214876,0.035003,50.183833,3.683255
77,77,short,0.19170249817485707,0,0.00765714285714287,0.007021036912839602,0.02808414765135841,25.091917,0.071323,0.035129,50.220028,3.041488
107,107,short,0.2976784217848371,-1,0.007200000000000016,0.006825162097599833,0.02730064839039933,25.110014,-0.025707,0.035154,50.159167,2.511608
109,109,short,0.3587701758593434,-1,0.007492857142857158,0.007081292426999923,0.02832516970799969,25.079583,-2.507958,0.035111,47.616097,2.206149
111,111,short,0.16468861850013358,-1,0.007328571428571446,0.00685618058618341,0.02742472234473364,23.808048,-0.091321,0.033331,47.491445,3.176557
112,112,short,0.2007134593697408,0,0.007757142857142875,0.007228049624620644,0.028912198498482575,23.745722,0.000664,0.033244,47.458864,2.996433
113,113,long,0.5932970022511336,0,0.007378571428571441,0.006909745215687073,0.027638980862748293,23.729432,0.218884,0.033221,47.644527,1.966485
114,114,short,0.38189136661289663,0,0.0073071428571428775,0.006810011982425795,0.02724004792970318,23.822263,-0.002886,0.033351,47.608289,2.090543
115,115,long,0.6292237481526713,0,0.007464285714285733,0.006955361885149355,0.02782144754059742,23.804145,-2.380414,0.033326,45.194549,2.146119
116,116,short,0.2979532456564918,0,0.007764285714285731,0.007204496348042805,0.02881798539217122,22.597275,0.062694,0.031636,45.225607,2.510234
117,117,long,0.6462518383185621,0,0.007214285714285729,0.006722657752821866,0.026890631011287466,22.612804,-0.025918,0.031658,45.168031,2.231259
118,118,long,0.7466951187822843,0,0.007514285714285743,0.00705440880433138,0.02821763521732552,22.584016,0.08926,0.031618,45.225673,2.733476
120,120,long,0.8398333008300845,0,0.007271428571428595,0.006783681846654161,0.027134727386616642,22.612837,-0.00654,0.031658,45.187476,3.199167
121,121,long,0.810035118212968,0,0.007114285714285724,0.00665259558096664,0.02661038232386656,22.593738,-2.259374,0.031631,42.896471,3.050176
122,122,long,0.7560181272741691,0,0.00727142857142858,0.00679268045309448,0.02717072181237792,21.448235,-2.144824,0.030028,40.72162,2.780091
124,124,long,0.7414327633785447,0,0.007107142857142883,0.006694052855434048,0.026776211421736192,20.36081,-2.036081,0.028505,38.657033,2.707164
125,125,long,0.8651203924638775,0,0.007135714285714309,0.006786223761972713,0.027144895047890853,19.328517,-0.128489,0.02706,38.501484,3.325602
129,129,short,0.33529695852589997,-1,0.007114285714285724,0.0067408430114513215,0.026963372045805286,19.250742,0.037028,0.026951,38.511561,2.323515
131,131,long,0.696555046874682,0,0.006728571428571449,0.006401030688253517,0.025604122753014068,19.255781,0.01667,0.026958,38.501273,2.482775
132,132,long,0.6180978016768567,0,0.006571428571428577,0.006238480848541897,0.024953923394167587,19.250636,0.037099,0.026951,38.511421,2.090489
150,150,short,0.349163185976992,-1,0.006999999999999974,0.006941483295816244,0.027765933183264976,19.25571,-1.925571,0.026958,36.558892,2.254184
152,152,short,0.224402468624984,-1,0.00735714285714284,0.007194546114945082,0.028778184459780327,18.279446,0.028601,0.025591,36.561901,2.877988
159,159,long,0.6619361948058557,0,0.007007142857142863,0.0068733193297918155,0.027493277319167262,18.280951,-0.05774,0.025593,36.478567,2.309681
162,162,long,0.5997408079233866,0,0.007057142857142873,0.00694429801440873,0.02777719205763492,18.239284,0.033203,0.025535,36.486235,1.998704
163,163,long,0.715396797843272,0,0.006442857142857147,0.006335720115700649,0.025342880462802597,18.243118,0.042876,0.02554,36.503571,2.576984
164,164,short,0.2837494880951489,0,0.006821428571428582,0.006658495194030651,0.026633980776122605,18.251786,0.055229,0.025552,36.533248,2.581253
165,165,long,0.6990584291890288,0,0.006471428571428572,0.0063563781273240074,0.02542551250929603,18.266624,0.209202,0.025573,36.716877,2.495292
166,166,long,0.5566011276979713,0,0.006357142857142855,0.006236773135625286,0.024947092542501145,18.358438,0.229638,0.025702,36.920813,1.783006
168,168,long,0.5746611292982077,0,0.006485714285714317,0.006298277545946936,0.025193110183787743,18.460406,-1.846041,0.025845,35.048928,1.873306
169,169,long,0.5915232474079543,0,0.0061714285714286055,0.005979776727318062,0.023919106909272247,17.524464,-1.752446,0.024534,33.271947,1.957616
170,170,long,0.7006143945420585,0,0.006064285714285729,0.005911762248280101,0.023647048993120406,16.635974,-1.663597,0.02329,31.585059,2.503072
171,171,long,0.719502347994067,0,0.00630714285714286,0.006207878873948425,0.0248315154957937,15.79253,-1.579253,0.02211,29.983697,2.597512
172,172,long,0.7150928862833508,0,0.006457142857142844,0.006350892426841781,0.025403569707367124,14.991848,-1.499185,0.020989,28.463523,2.575464
173,173,long,0.6731449267070205,0,0.006471428571428572,0.006359501347708896,0.025438005390835582,14.231762,-1.423176,0.019924,27.020423,2.365725
174,174,long,0.8120198971931594,0,0.006342857142857127,0.006288399602301199,0.025153598409204794,13.510211,-1.351021,0.018914,25.650487,3.060099
188,188,short,0.39997517863333565,-1,0.005964285714285692,0.0059595776479438155,0.023838310591775262,12.825244,-1.282524,0.017955,24.350008,2.000124
192,192,long,0.8782149928783675,0,0.006028571428571399,0.00605023125646956,0.02420092502587824,12.175004,0.062071,0.017045,24.395034,3.391075
193,193,short,0.3526627767999097,0,0.005857142857142831,0.005869880497823107,0.023479521991292426,12.197517,-0.05782,0.017077,24.320138,2.236686
194,194,short,0.31017105485771534,0,0.006657142857142838,0.00665980677985478,0.02663922711941912,12.160069,0.032724,0.017024,24.335837,2.449145
195,195,short,0.4153114419946701,0,0.006764285714285699,0.006754154482561856,0.027016617930247424,12.167919,0.21748,0.017035,24.536282,1.923443
196,196,short,0.3784293954528315,0,0.006535714285714264,0.006519025580228878,0.026076102320915513,12.268141,0.235436,0.017175,24.754543,2.107853
197,197,long,0.6148270636446361,0,0.006635714285714268,0.006656282197705177,0.02662512879082071,12.377271,-1.237727,0.017328,23.499487,2.074135
198,198,long,0.7286635545159568,0,0.006628571428571428,0.006739092546331261,0.026956370185325044,11.749744,-1.174974,0.01645,22.308063,2.643318
207,207,short,0.2974181604287301,-1,0.0072785714285714675,0.00729111214145477,0.02916444856581908,11.154032,0.270169,0.015616,22.562617,2.512909
218,218,long,0.7346582402278486,0,0.00944285714285715,0.009663672049180935,0.03865468819672374,11.281308,0.112565,0.015794,22.659388,2.673291
219,219,long,0.5577159374221812,0,0.00914285714285715,0.009344511705460998,0.037378046821843994,11.329694,0.210517,0.015862,22.854043,1.78858
220,220,long,0.557992126439009,0,0.00929285714285715,0.009423848638938394,0.037695394555753575,11.427022,0.253432,0.015998,23.091477,1.789961
221,221,long,0.8118655904163646,0,0.0089357142857143,0.00905432595573442,0.03621730382293768,11.545738,0.111491,0.016164,23.186804,3.059328
222,222,long,0.6217250608602407,0,0.009500000000000017,0.009532410194661866,0.038129640778647465,11.593402,-0.00349,0.016231,23.167084,2.108625
223,223,long,0.5951376512031672,0,0.009492857142857145,0.009417797298388984,0.037671189193555936,11.583542,-1.158354,0.016217,21.992512,1.975688
224,224,long,0.7578429985531137,0,0.009414285714285708,0.009448015128293717,0.037792060513174866,10.996256,-0.09899,0.015395,21.878128,2.789215
225,225,long,0.917976183196232,0,0.00972857142857142,0.009764700821611383,0.03905880328644553,10.939064,-1.093906,0.015315,20.768907,3.589881
226,226,long,0.7760334756427728,0,0.00914285714285715,0.009252592894586952,0.03701037157834781,10.384453,-1.038445,0.014538,19.715923,2.880167
227,227,long,0.8763579943932968,0,0.009578571428571436,0.009700212088156924,0.0388008483526277,9.857962,0.083359,0.013801,19.785481,3.38179
228,228,long,0.8360322944562466,0,0.009321428571428576,0.009497512452294108,0.03799004980917643,9.892741,0.206027,0.01385,19.977659,3.180161
229,229,long,0.8684068239583043,0,0.009142857142857135,0.009379213318482904,0.037516853273931616,9.988829,0.332824,0.013984,20.296499,3.342034
230,230,long,0.5995420267541016,0,0.008828571428571423,0.008865718790302792,0.03546287516121117,10.148249,0.053197,0.014208,20.335488,1.99771
231,231,long,0.5634564801566614,0,0.00898571428571428,0.00896867380548386,0.03587469522193544,10.167744,0.191806,0.014235,20.513059,1.817282
232,232,long,0.786122323927792,0,0.008942857142857126,0.008878223674506717,0.03551289469802687,10.25653,0.286125,0.014359,20.784826,2.930612
233,233,long,0.7967857081526603,0,0.008635714285714255,0.008626828652202486,0.034507314608809944,10.392413,0.32827,0.014549,21.098546,2.983929
234,234,long,0.5605666373499255,1,0.008449999999999973,0.008277821316614394,0.033111285266457575,10.549273,0.144474,0.014769,21.228251,1.802833
235,235,long,0.6005845080904891,1,0.008635714285714255,0.00834062304247161,0.03336249216988644,10.614125,0.041416,0.01486,21.254807,2.002923
236,236,long,0.8705559925648908,1,0.007928571428571396,0.007677888373186845,0.03071155349274738,10.627403,0.035299,0.014878,21.275228,3.35278
237,237,long,0.6049575981229824,1,0.008549999999999962,0.008262625872166028,0.03305050348866411,10.637614,-0.024981,0.014893,21.235355,2.024788
239,239,long,0.8067083623107769,1,0.00823571428571425,0.007948917347805432,0.03179566939122173,10.617677,-0.059233,0.014865,21.161257,3.033542
240,240,long,0.8143010857347847,1,0.008499999999999952,0.008233641691286823,0.03293456676514729,10.580629,0.073691,0.014813,21.220135,3.071505
241,241,long,0.8227768807269465,1,0.00805714285714281,0.007867458434292028,0.031469833737168114,10.610067,0.173638,0.014854,21.378919,3.113884
242,242,long,0.7138462258606051,1,0.008107142857142804,0.007868720622287493,0.03147488248914997,10.68946,0.095451,0.014965,21.459405,2.569231
245,245,long,0.7193256294507095,1,0.007885714285714258,0.007586064728921845,0.03034425891568738,10.729702,0.009393,0.015022,21.453776,2.596628
246,246,long,0.884800532755964,1,0.008149999999999975,0.007882926451812567,0.03153170580725027,10.726888,0.193916,0.015018,21.632674,3.424003
247,247,long,0.8660157125617886,1,0.008321428571428544,0.008057153922761953,0.03222861569104781,10.816337,0.214169,0.015143,21.831701,3.330079
248,248,long,0.7188438001383548,1,0.00823571428571425,0.007915835378085804,0.031663341512343214,10.91585,0.087712,0.015282,21.904131,2.594219
250,250,long,0.8606607722947636,1,0.007985714285714247,0.007581974161608589,0.030327896646434357,10.952065,-0.030779,0.015333,21.858019,3.303304
251,251,long,0.8048118853578392,1,0.007492857142857111,0.007144423603704445,0.02857769441481778,10.929009,0.06909,0.015301,21.911808,3.024059
252,252,long,0.8170005036170762,1,0.008107142857142821,0.007746911473619514,0.030987645894478055,10.955904,0.071085,0.015338,21.967555,3.085003
253,253,long,0.6725027658220369,1,0.00807857142857138,0.007691753162051795,0.03076701264820718,10.983777,0.035348,0.015377,21.987525,2.362514
254,254,long,0.5620342097338115,1,0.008135714285714246,0.007708654809280128,0.03083461923712051,10.993762,0.081667,0.015391,22.0538,1.810171
255,255,long,0.7817124567479491,1,0.008528571428571394,0.008097078134769526,0.032388312539078104,11.0269,0.155569,0.015438,22.193932,2.908562
256,256,long,0.7374456167797335,1,0.00873571428571426,0.008290749746803324,0.033162998987213296,11.096966,0.094996,0.015536,22.273393,2.687228
258,258,long,0.5741759815575898,1,0.009028571428571401,0.008452531412789779,0.033810125651159116,11.136696,-0.078717,0.015591,22.179084,1.87088
260,260,long,0.635081150286528,1,0.008942857142857126,0.008449491343320634,0.033797965373282536,11.089542,0.020955,0.015525,22.184514,2.175406
263,263,long,0.7353119052307513,1,0.009071428571428555,0.008554803960267972,0.03421921584107189,11.092257,0.030649,0.015529,22.199634,2.67656
264,264,long,0.8570599835553951,1,0.009300000000000006,0.008776482800924839,0.035105931203699356,11.099817,0.044519,0.01554,22.228613,3.2853
275,275,short,0.1463697014748483,0,0.009099999999999997,0.008551586742221342,0.034206346968885366,11.114307,-1.111431,0.01556,21.101622,3.268151
276,276,short,0.14239479406211428,0,0.00924285714285714,0.008614675039012358,0.03445870015604943,10.550811,-1.055081,0.014771,20.03177,3.288026
277,277,short,0.09266647570992394,0,0.009428571428571437,0.00878498353481117,0.03513993413924468,10.015885,-1.001589,0.014022,19.016159,3.536668
289,289,long,0.6781720217808537,1,0.011557142857142886,0.010611060686348091,0.042444242745392366,9.50808,-0.025316,0.013311,18.977532,2.39086
290,290,long,0.8182584615235677,1,0.011671428571428602,0.010742324891557771,0.042969299566231085,9.488766,0.109255,0.013284,19.073503,3.091292
291,291,long,0.7819284657460719,1,0.011278571428571455,0.010396913190054808,0.04158765276021923,9.536751,0.053802,0.013351,19.113954,2.909642
292,292,long,0.6011587238914674,1,0.012000000000000026,0.011047078968202848,0.04418831587281139,9.556977,-0.061322,0.01338,19.039251,2.005794
293,293,long,0.6304680291200642,1,0.011885714285714324,0.01081502664760175,0.043260106590407,9.519626,-0.951963,0.013327,18.073961,2.15234
295,295,long,0.6779004779439307,1,0.011792857142857176,0.010926495328278012,0.04370598131311205,9.036981,-0.069497,0.012652,17.991813,2.389502
296,296,long,0.7507198483085018,1,0.011821428571428602,0.011022105481882486,0.044088421927529944,8.995907,0.012246,0.012594,17.991465,2.753599
297,297,long,0.6842538412337714,1,0.011850000000000027,0.011048641996028109,0.044194567984112434,8.995732,-0.041853,0.012594,17.937018,2.421269
298,298,long,0.7663776797386934,0,0.01166428571428573,0.010891124767071334,0.043564499068285335,8.968509,0.009044,0.012556,17.933506,2.831888
300,300,long,0.7516959895930116,0,0.012292857142857152,0.011515125562374388,0.04606050224949755,8.966753,0.010583,0.012553,17.931535,2.75848
301,301,long,0.5596942235548366,0,0.012550000000000014,0.011706325146678867,0.04682530058671547,8.965768,-0.04031,0.012552,17.878674,1.798471
302,302,long,0.567030319486318,0,0.012557142857142886,0.011695641876518531,0.046782567506074124,8.939337,-0.036385,0.012515,17.829774,1.835152
303,303,long,0.7551099928320699,0,0.011692857142857171,0.01094017322497864,0.04376069289991456,8.914887,-0.003253,0.012481,17.81404,2.77555
304,304,long,0.8478403300242837,0,0.011800000000000033,0.011056453501991128,0.04422581400796451,8.90702,-0.022367,0.01247,17.779203,3.239202
305,305,long,0.56860259317728,0,0.012121428571428585,0.011335959909312333,0.045343839637249334,8.889602,-0.074406,0.012445,17.692352,1.843013
307,307,long,0.7325473804936146,0,0.01306428571428572,0.012271889790512337,0.04908755916204935,8.846176,-0.084758,0.012385,17.595209,2.662737
308,308,long,0.882758060062807,0,0.013235714285714286,0.012482519084175157,0.04993007633670063,8.797604,0.003817,0.012317,17.586709,3.41379
309,309,long,0.8161363201720151,0,0.012664285714285715,0.011951949522730949,0.047807798090923795,8.793354,-0.017593,0.012311,17.556805,3.080682
310,310,long,0.8845610963726044,0,0.012478571428571419,0.011835097194126747,0.04734038877650699,8.778402,0.101824,0.01229,17.646339,3.422805
311,311,long,0.82531850019855,0,0.011921428571428559,0.011238149105796152,0.04495259642318461,8.823169,-0.009482,0.012352,17.624504,3.126593
313,313,short,0.12595964894412784,-1,0.011435714285714296,0.010721652246122535,0.04288660898449014,8.812252,-0.010823,0.012337,17.601344,3.370202
315,315,short,0.44916619575087474,-1,0.010278571428571406,0.009666034803099022,0.03866413921239609,8.800672,0.075065,0.012321,17.664088,1.754169
316,316,short,0.2870038132468259,-1,0.010992857142857106,0.010293804855144261,0.041175219420577044,8.832044,0.082704,0.012365,17.734427,2.564981
320,320,short,0.36341867397482197,-1,0.011442857142857088,0.010755879142054092,0.04302351656821637,8.867214,0.05176,0.012414,17.773773,2.182907
323,323,long,0.7584545800895783,0,0.010721428571428533,0.010136933013849945,0.04054773205539978,8.886886,0.11965,0.012442,17.880981,2.792273
324,324,long,0.6777450707333657,0,0.010464285714285688,0.009860339895675559,0.039441359582702236,8.940491,0.130664,0.012517,17.999128,2.388725
325,325,short,0.21619369370832323,0,0.010642857142857112,0.009980267203234382,0.03992106881293753,8.999564,-0.899956,0.012599,17.086573,2.919032
326,326,short,0.443355874920732,0,0.011192857142857116,0.010442072154918476,0.0417682886196739,8.543286,-0.854329,0.011961,16.220283,1.783221
328,328,short,0.2709461049550181,0,0.011992857142857123,0.011045180643633377,0.04418072257453351,8.110142,0.045787,0.011354,16.254716,2.645269
329,329,long,0.5929073556222789,0,0.012007142857142852,0.01108477844290844,0.04433911377163376,8.127358,0.005852,0.011378,16.24919,1.964537
330,330,long,0.5671110088697495,0,0.012628571428571433,0.011737899606435136,0.046951598425740544,8.124595,0.060941,0.011374,16.298757,1.835555
333,333,long,0.6231011996849088,0,0.013000000000000043,0.011993173116841222,0.04797269246736489,8.149378,0.045936,0.011409,16.333284,2.115506
334,334,short,0.35008022112481746,0,0.013778571428571449,0.012635558781222099,0.050542235124888396,8.166642,-0.036997,0.011433,16.284854,2.249599
335,335,long,0.6698275847371576,0,0.014364285714285718,0.01325350911532992,0.05301403646131968,8.142427,0.050786,0.011399,16.324241,2.349138
338,338,long,0.5619519309279947,1,0.015321428571428581,0.014049009757675876,0.056196039030703505,8.162121,-0.034952,0.011427,16.277863,1.80976
340,340,long,0.6741906079062718,1,0.01486428571428571,0.013635208059777375,0.0545408322391095,8.138931,0.067194,0.011395,16.333662,2.370953
341,341,long,0.7803418792520319,1,0.015278571428571428,0.01406996171707471,0.05627984686829884,8.166831,0.139661,0.011434,16.461889,2.901709
342,342,long,0.7485188582143891,1,0.015392857142857144,0.014109589937996372,0.05643835975198549,8.230945,0.06149,0.011523,16.511856,2.742594
344,344,long,0.7285626088854615,1,0.014621428571428563,0.01323841170102272,0.05295364680409088,8.255928,-0.055465,0.011558,16.444833,2.642813
345,345,long,0.7000493341538483,1,0.014328571428571421,0.013036640368093369,0.052146561472373475,8.222416,-0.027007,0.011511,16.406315,2.500247
346,346,long,0.5659628212083253,1,0.01516428571428571,0.013879971913160928,0.055519887652643714,8.203157,0.03116,0.011484,16.42599,1.829814
347,347,long,0.5627889065807905,1,0.014464285714285692,0.013184709643394276,0.052738838573577106,8.212995,0.013101,0.011498,16.427593,1.813945
348,348,long,0.5704346451844718,1,0.013192857142857133,0.012042882310981507,0.04817152924392603,8.213797,0.066881,0.011499,16.482975,1.852173
349,349,long,0.5866411691013188,1,0.01278571428571429,0.011658564290143239,0.046634257160572956,8.241487,0.00526,0.011538,16.476697,1.933206
350,350,long,0.6468172563059392,1,0.011900000000000006,0.010829996359665094,0.04331998543866038,8.238349,0.038987,0.011534,16.504151,2.234086
351,351,long,0.7596594721694204,1,0.01167142857142857,0.01056802145166068,0.04227208580664272,8.252075,-0.014271,0.011553,16.478327,2.798297
352,352,long,0.6548630531304671,1,0.011264285714285711,0.010264708409380261,0.041058833637521046,8.239163,0.030182,0.011535,16.496974,2.274315
353,353,long,0.7567901782858222,1,0.011399999999999997,0.010326086956521735,0.04130434782608694,8.248487,-0.048564,0.011548,16.436862,2.783951
354,354,long,0.7952652898818333,1,0.011157142857142865,0.010119857466796249,0.040479429867184995,8.218431,-0.01804,0.011506,16.407316,2.976326
355,355,long,0.6617760319036243,1,0.011164285714285722,0.010136449713351845,0.04054579885340738,8.203658,0.03471,0.011485,16.430541,2.30888
356,356,long,0.6332731480395095,1,0.011014285714285723,0.010035795639440294,0.04014318255776118,8.21527,0.027546,0.011501,16.446586,2.166366
357,357,long,0.6367567657855656,1,0.011135714285714313,0.010122640431345278,0.04049056172538111,8.223293,0.012409,0.011513,16.447482,2.183784
358,358,long,0.7109600858306855,1,0.009964285714285728,0.009008811198565834,0.03603524479426334,8.223741,-0.042232,0.011513,16.393737,2.5548
360,360,long,0.790059001074361,1,0.01059999999999999,0.009621144734692387,0.03848457893876955,8.196868,-0.026337,0.011476,16.355924,2.950295
361,361,long,0.6932305882548975,1,0.01100714285714285,0.010003037911578593,0.04001215164631437,8.177962,-0.065847,0.011449,16.278628,2.466153
362,362,long,0.5838821843758046,1,0.010985714285714281,0.010029226914845469,0.040116907659381876,8.139314,-0.079285,0.011395,16.187948,1.919411
363,363,long,0.7882525708371212,1,0.01093571428571427,0.009957853110284347,0.03983141244113739,8.093974,-0.079598,0.011332,16.097018,2.941263
364,364,long,0.5865000585494763,0,0.011021428571428547,0.010097321690329583,0.04038928676131833,8.048509,-0.039892,0.011268,16.045858,1.9325
