idx,signal,prob,fwd,position_value,profit,cost,capital_after,stop_pct,tp_pct
2,long,0.6781920294149199,0.0025177081763459,50.0,0.125885408817295,0.07,100.0558854088173,0.01,0.04
3,short,0.3721362491543764,0.0017747090713239,50.02794270440865,-0.08878504373718636,0.07003911978617211,99.89706124529394,0.01,0.04
5,short,0.23042027775370258,0.0042233237027416,49.94853062264697,-0.2109488132957396,0.06992794287170576,99.6161844891265,0.01,0.04
6,short,0.18131513418531786,-0.0026926812042023,49.80809224456325,0.13411731380410982,0.06973132914238855,99.68057047378822,0.01,0.04
7,short,0.21286400277200926,-0.0019896538002386,49.84028523689411,0.09916491292656215,0.06977639933165175,99.70995898738313,0.01,0.04
8,short,0.1867574553199958,-0.0030231184833288,49.854979493691566,0.15071750999335728,0.0697969712911682,99.79087952608532,0.01,0.04
9,short,0.18058086337888254,-0.0028697571743929,49.89543976304266,0.14318779622948044,0.06985361566825973,99.86421370664654,0.01,0.04
10,short,0.16513019867866635,-0.0005806843276818,49.93210685332327,0.028994791897857822,0.06990494959465257,99.82330354894974,0.01,0.04
11,short,0.3328018767717224,0.002522905324658,49.91165177447487,-0.12592237202429857,0.06987631248426482,99.62750486444116,0.01,0.04
12,short,0.3351420113956758,0.0070884281410597,49.81375243222058,-0.35310120455233346,0.06973925340510881,99.20466440648373,0.01,0.04
13,short,0.3286612146375081,0.0114219031790374,49.602332203241865,-4.960233220324187,0.06944326508453862,94.174987921075,0.01,0.04
15,short,0.1674076686301125,0.0043840729622423,47.0874939605375,-0.20643500913214005,0.0659224915447525,93.90263042039811,0.01,0.04
16,short,0.3896004895539969,0.0071523178807946,46.951315210199056,-0.33581073130473016,0.06573184129427868,93.5010878477991,0.01,0.04
17,short,0.21279838302914164,-0.0037832130916769,46.75054392389955,0.17686726981591272,0.06545076149345938,93.61250435612155,0.01,0.04
18,short,0.22514588210950245,-0.0086007971470527,46.806252178060774,0.4025710801972943,0.06552875304928509,93.94954668326956,0.01,0.04
19,short,0.11721300593748518,-0.0125101486725972,46.97477334163478,0.5876613983654068,0.0657646826782887,94.47144339895668,0.01,0.04
20,short,0.08369807082016265,-0.0060302740794628,47.23572169947834,0.2848443481890827,0.06613001037926967,94.6901577367665,0.01,0.04
21,short,0.10326875845402365,-0.0069261792039277,47.34507886838325,0.32792050066651285,0.06628311041573655,94.95179512701726,0.01,0.04
22,short,0.14766106657168698,-0.001925284818511,47.47589756350863,0.09140462482420654,0.06646625658891209,94.97673349525256,0.01,0.04
27,short,0.38948526717755977,-0.0027253742965348,47.48836674762628,0.12942357411839858,0.06648371344667679,95.0396733559243,0.01,0.04
28,long,0.7056193801086689,0.0054622446800939,47.51983667796215,0.25956497509312976,0.066527771349147,95.23271055966828,0.01,0.04
31,short,0.21774400926655002,0.0184984065376466,47.61635527983414,-4.761635527983414,0.0666628973917678,90.4044121342931,0.01,0.04
33,short,0.27452225616806036,0.0106881846012281,45.20220606714655,-4.520220606714655,0.06328308849400517,85.82090843908443,0.01,0.04
34,short,0.085289392993069,-0.0011363636363635,42.91045421954222,0.048761879794928485,0.060074635907359106,85.809595682972,0.01,0.04
35,short,0.19596078385654694,-0.0089360587002096,42.904797841486,0.3833997920321451,0.0600667169780804,86.13292875802607,0.01,0.04
36,short,0.23492589023181717,-0.0118868650141594,43.066464379013034,0.511925248710432,0.06029305013061825,86.58456095660587,0.01,0.04
37,short,0.21693544735324607,-0.0050195789860976,43.292280478302935,0.21730902134913274,0.06060919266962411,86.74126078528538,0.01,0.04
38,short,0.24475658092460376,-0.0044559222621028,43.37063039264269,0.19325615748800884,0.06071888254969977,86.87379806022369,0.01,0.04
39,short,0.27159829245282574,-0.0059333158309267,43.436899030111846,0.25772484066172724,0.06081165864215658,87.07071124224326,0.01,0.04
40,short,0.16049812632979396,-0.0022387336171412,43.53535562112163,0.0974640641632021,0.06094949786957028,87.1072258085369,0.01,0.04
41,short,0.2528874755798177,0.0004422743516257,43.55361290426845,-0.019262645908192048,0.060975058065975835,87.02698810456273,0.01,0.04
43,short,0.1920359852409119,-0.0059531660819023,43.51349405228137,0.2590430568970989,0.06091889167319391,87.22511226978664,0.01,0.04
44,short,0.27068368880073473,-0.0147721670540179,43.61255613489332,0.6442519648773773,0.06105757858885064,87.80830665607517,0.01,0.04
45,short,0.3188259927043492,-0.0048231937316149,43.90415332803759,0.21175823712365033,0.06146581465925263,87.95859907853956,0.01,0.04
46,short,0.38223603730473676,-0.0081961415359585,43.97929953926978,0.3604605636761696,0.06157101935497769,88.25748862286076,0.01,0.04
47,short,0.38655188334406054,-0.0175836792369514,44.12874431143038,0.7759456851016356,0.06178024203600253,88.97165406592639,0.01,0.04
48,short,0.30107634739758754,-0.0164360779873322,44.48582703296319,0.7311725224447541,0.06228015784614847,89.64054643052499,0.01,0.04
51,long,0.7309118484166955,-0.0323244929797191,44.820273215262496,-4.48202732152625,0.0627483825013675,85.09577072649738,0.01,0.04
52,short,0.3665828947279887,-0.0201907604347395,42.54788536324869,0.8590741603741135,0.059567039508548164,85.89527784736293,0.01,0.04
53,short,0.26674692492531465,-0.0039213570053785,42.94763892368147,0.16841302475784467,0.060126694493154054,86.00356417762762,0.01,0.04
55,short,0.08911963788521701,-0.00129987825084,43.00178208881381,0.05589708128461014,0.060202494924339336,85.9992587639879,0.01,0.04
56,short,0.273830068834508,0.0080240260159006,42.99962938199395,-0.3450301448352033,0.060199481134791524,85.5940291380179,0.01,0.04
57,short,0.29388480828122193,0.0045599258667987,42.79701456900895,-0.19515121375498473,0.05991582039661253,85.33896210386631,0.01,0.04
58,short,0.25012894714051337,-0.0039819413092551,42.669481051933154,0.1699073692451704,0.059737273472706416,85.44913219963877,0.01,0.04
59,short,0.36365410272732185,0.0094584384018062,42.724566099819384,-0.404107676699039,0.059814392539747144,84.98521013039998,0.01,0.04
60,short,0.07718489421722682,0.0128415475852208,42.49260506519999,-4.249260506519999,0.05948964709127998,80.67645997678869,0.01,0.04
61,short,0.0942302824089608,0.00694571376348,40.338229988394346,-0.2801777992248123,0.05647352198375209,80.33980865558013,0.01,0.04
62,short,0.06754197700514479,0.0072152708009864,40.169904327790064,-0.28983673777472085,0.05623786605890609,79.9937340517465,0.01,0.04
63,short,0.06476024204460237,-0.0023479498499667,39.99686702587325,0.09391063793253715,0.05599561383622255,80.03164907584282,0.01,0.04
64,short,0.058747452477257295,-0.0083327321261093,40.01582453792141,0.3334411466798906,0.05602215435308998,80.30906806816962,0.01,0.04
65,short,0.20789991291599433,-0.006153846153846,40.15453403408481,0.24710482482513113,0.05621634764771874,80.49995654534703,0.01,0.04
66,short,0.1911853857609351,-0.0030767834452711,40.249978272673516,0.12384046682188334,0.05634996958174292,80.56744704258718,0.01,0.04
67,short,0.23379255678474473,0.0052684076895176,40.28372352129359,-0.21223107876198416,0.05639721292981103,80.29881875089538,0.01,0.04
68,short,0.31515341464087493,0.0138119036801452,40.14940937544769,-4.014940937544769,0.05620917312562677,76.22766864022499,0.01,0.04
71,long,0.686680549469488,-0.0010742800957749,38.113834320112495,-0.04094493358375913,0.053359368048157496,76.13336433859307,0.01,0.04
72,short,0.173786652522067,-0.0162455687753133,38.066682169296534,0.6184149032292994,0.05329335503701515,76.69848588678535,0.01,0.04
73,short,0.22637704360061425,-0.0233844223357532,38.349242943392674,0.8967748932446975,0.05368894012074975,77.5415718399093,0.01,0.04
74,short,0.15128355783598288,-0.0169889752394721,38.77078591995465,0.658675922008983,0.054279100287936505,78.14596866163033,0.01,0.04
75,short,0.1302101065414292,-0.0155698379650584,39.07298433081517,0.608360034842058,0.05470217806314123,78.69962651840926,0.01,0.04
