idx,prob,signal,stop_pct,tp_pct,risk_pct_used,position_value,profit,cost,capital_after
0,0.5536687646266194,long,0.006073685147281276,0.024294740589125105,0.03,90.0,0.7112218563673559,0.063,100.64822185636736
1,0.5536687646266194,long,0.006050478275901783,0.024201913103607132,0.03,90.58339967073063,0.38786696962760653,0.06340837976951144,100.97268044622545
2,0.5536687646266194,long,0.006050478275901783,0.024201913103607132,0.03,90.87541240160292,0.3061378597052191,0.06361278868112205,101.21520551724954
3,0.5536687646266194,long,0.00602606438397285,0.0241042575358914,0.03,91.09368496552459,0.009651629196938509,0.06376557947586721,101.16109156697061
4,0.5536687646266194,long,0.0060246813318738475,0.02409872532749539,0.029983960725070192,91.04498241027355,-0.15993389622228896,0.06373148768719149,100.93742618306113
5,0.5536687646266194,long,0.0060301640734752035,0.024120656293900814,0.029917666718324923,90.84368356475503,0.22313413056080014,0.06359057849532852,101.0969697351266
6,0.5536687646266194,long,0.006025425973338015,0.02410170389335206,0.029964955132526172,90.98727276161395,-0.016065555356508245,0.06369109093312976,101.01721308883697
7,0.5536687646266194,long,0.0060352831940575415,0.024141132776230166,0.02994131540985346,90.91549177995327,0.46147139126934394,0.06364084424596729,101.41504363586034
8,0.5536687646266194,long,0.0060153888188684635,0.024061555275473854,0.03,91.2735392722743,-0.3974045990225729,0.06389147749059201,100.95374755934718
9,0.5536687646266194,long,0.006026490066225139,0.024105960264900556,0.029863542115654115,90.85837280341246,-0.31288976064751106,0.06360086096238873,100.57725693773727
10,0.5536687646266194,long,0.006004803843074434,0.024019215372297734,0.029752170880742935,90.51953124396356,-0.43245238358134536,0.06336367187077449,100.08144088228515
11,0.5536687646266194,long,0.0060416943301022175,0.02416677732040887,0.029605501499847416,90.07329679405663,-0.0318942315917423,0.06305130775583964,99.98649534293757
12,0.5536687646266194,long,0.006047315257841547,0.024189261031366188,0.029577415270444857,89.98784580864381,0.5844505668769824,0.06299149206605067,100.50795441774851
13,0.5536687646266194,long,0.006033629194808842,0.02413451677923537,0.029731670218068787,90.45715897597366,0.1071577787649903,0.06332001128318156,100.55179218523031
14,0.5536687646266194,long,0.005623201239760873,0.022492804959043492,0.02974463804786311,90.49661296670729,0.5890193538235935,0.06334762907669511,101.0774639099772
15,0.5536687646266194,long,0.005627233066423824,0.022508932265695294,0.02990013915674229,90.96971751897948,0.6526838782140293,0.06367880226328564,101.66646898592795
16,0.5536687646266194,long,0.005855566067486557,0.023422264269946227,0.03,91.49982208733516,1.0479052472165375,0.06404987546113461,102.65032435768335
17,0.5536687646266194,long,0.005733893064528263,0.022935572258113053,0.03,92.38529192191501,0.3503260673794266,0.0646697043453405,102.93598072071744
18,0.5779231804454849,long,0.005981100222761624,0.023924400891046495,0.03,92.6423826486457,-0.28179453501265045,0.064849667854052,102.58933651785074
19,0.6024155870904837,long,0.0060162453590478565,0.024064981436191426,0.02989897287602266,92.33040286606567,-3.06731578991638,0.06463128200624597,99.45738944592811
20,0.6024155870904837,long,0.006367724009781663,0.025470896039126653,0.028986187944069628,89.51165050133531,-0.52330394934212,0.06265815535093472,98.87142734123506
21,0.5779231804454849,long,0.006364444778437421,0.025457779113749683,0.028815413225475494,88.98428460711156,-2.849021035030264,0.062288999224978096,95.96011730697983
22,0.5779231804454849,long,0.006483011821702983,0.02593204728681193,0.027966931475788537,86.36410557628184,0.13195257674375926,0.060454873903397294,96.03161500982019
23,0.5779231804454849,long,0.006327710940491313,0.02531084376196525,0.02798776900092011,86.42845350883817,-0.11734713852764651,0.06049991745618673,95.85376795383635
24,0.5779231804454849,long,0.006241490885301584,0.024965963541206337,0.027935936671328855,86.26839115845272,-0.077792102641243,0.060387873810916905,95.7155879773842
25,0.5779231804454849,long,0.005979307677675484,0.023917230710701936,0.027895665045561655,86.14402917964578,-2.670049981856098,0.06030082042575205,92.98523717510236
26,0.5536687646266194,long,0.006014075092383597,0.02405630036953439,0.02709992264824878,83.68671345759212,-2.5198927348743405,0.05858069942031449,90.40676374080769
27,0.5536687646266194,long,0.006005683340833625,0.0240227333633345,0.026348443889439317,81.36608736672693,-2.3820775416504683,0.05695626115670885,87.9677299380005
28,0.5536687646266194,long,0.006213970535904964,0.024855882143619855,0.02563760387439403,79.17095694420046,-0.05211951830714977,0.055419669860940324,87.86019074983241
29,0.5536687646266194,long,0.006502830885369698,0.026011323541478792,0.0256062623005104,79.07417167484917,0.9083764695559985,0.05535192017239442,88.71321529921602
30,0.5536687646266194,long,0.006349078175628591,0.025396312702514363,0.025854870574335855,79.84189376929442,1.1218095539290378,0.05588932563850609,89.77913552750655
31,0.5536687646266194,long,0.006595128303604842,0.02638051321441937,0.0261655258634274,80.8012219747559,1.4860623195100757,0.056560855382329134,91.2086369916343
32,0.5536687646266194,long,0.006319968362131935,0.02527987344852774,0.02658214446096315,82.08777329247087,1.29354668305852,0.057461441304729605,92.44472223338809
33,0.5536687646266194,long,0.006412784363094947,0.025651137452379787,0.026942393199965553,83.20025001004929,1.0232374892849914,0.0582401750070345,93.40971954766606
34,0.5536687646266194,long,0.006956793206793213,0.027827172827172852,0.027223635183824285,84.06874759289946,-0.1815120686664783,0.058848123315029616,93.16935935568455
35,0.6024155870904837,long,0.007141609264250774,0.028566437057003097,0.027153583820744457,83.8524234201161,-0.18311587923679706,0.058696696394081274,92.92754678005367
36,0.5779231804454849,long,0.006800610325590221,0.027202441302360884,0.027083109170207943,83.63479210204831,-0.10380152849779731,0.058544354471433815,92.76520089708444
37,0.5779231804454849,long,0.00690802194047837,0.02763208776191348,0.027035794553346308,83.488680807376,-0.5090371855486197,0.0584420765651632,92.19772163497066
38,0.5779231804454849,long,0.006764547717012025,0.0270581908680481,0.026870406535043908,82.9779494714736,-2.477390261936475,0.05808456463003152,89.66224680840415
39,0.6024155870904837,long,0.007137231369313249,0.028548925477252997,0.0261314594315683,80.69602212756374,-0.4872692331147208,0.05648721548929462,89.11849035980013
40,0.5779231804454849,long,0.007480492924317424,0.029921971697269695,0.02597298526788029,80.20664132382012,0.18663064693661677,0.05614464892667408,89.24897635781008
41,0.5779231804454849,long,0.007653241744633301,0.030612966978533204,0.02601101453532293,80.32407872202907,0.3836730222366362,0.056226855105420345,89.5764225249413
42,0.5779231804454849,long,0.007593766508188043,0.03037506603275217,0.026106446520768222,80.61878027244717,-0.2675935918534132,0.05643314619071302,89.25239578689717
43,0.5779231804454849,long,0.007210629523131159,0.028842518092524635,0.02601201110495674,80.32715620820746,-0.4372324345800774,0.05622900934574522,88.75893434297134
44,0.5779231804454849,long,0.007292389806123161,0.029169559224492644,0.025868195082472435,79.88304090867422,-0.25457480112102226,0.055918128636071956,88.44844141321425
45,0.5779231804454849,long,0.00702846088127396,0.02811384352509584,0.025777704004158575,79.60359727189284,-0.11180774331273864,0.05572251809032499,88.2809111518112
